Date_Time,ACTIVE_POWER,APPARENT_POWER,AVERAGE_VOLTAGE,B_PHASE_CURRENT_THD,B_PHASE_LINE_CURRENT,B_PHASE_VOLTAGE_THD,BR_VOLTAGE,FREQUENCY,NEUTRAL_LINE_CURRENT,POWER_FACTOR,R_PHASE_CURRENT_THD,R_PHASE_LINE_CURRENT,R_PHASE_VOLTAGE_THD,REACTIVE_POWER,RY_VOLTAGE,TOTAL_EXPORT_KVAh,TOTAL_EXPORT_KVArh,TOTAL_EXPORT_KWh,TOTAL_IMPORT_KVAh,TOTAL_IMPORT_KVArh,TOTAL_IMPORT_KWh,Y_PHASE_CURRENT_THD,Y_PHASE_LINE_CURRENT,Y_PHASE_VOLTAGE_THD,YB_VOLTAGE
Wed Jan 15 2025 06:22:40 GMT+0530 (India Standard Time),-16.600000381469727,49.790000915527344,11131.5185546875,0,2.1898999214172363,0.5299999713897705,10739.05859375,49.95100021362305,0.11919999867677689,0.3330000042915344,0,3.4321000576019287,2.869999885559082,-35.369998931884766,11089.794921875,87581.5078125,504905.3125,30840.06640625,8207986,3004.2978515625,8194172.5,0,2.4769999980926514,0.8199999928474426,10739.05859375
Wed Jan 15 2025 06:23:40 GMT+0530 (India Standard Time),-16.450000762939453,49.959999084472656,11136.4931640625,0,2.1810998916625977,0.5,10741.1181640625,49.93899917602539,0.11240000277757645,0.32899999618530273,0,3.441200017929077,2.819999933242798,-35.41999816894531,11087.830078125,87582.3359375,504906.15625,30840.337890625,8207986,3004.2978515625,8194172.5,0,2.49429988861084,0.6100000143051147,10741.1181640625
Wed Jan 15 2025 06:29:39 GMT+0530 (India Standard Time),-16.520000457763672,50.119998931884766,11139.556640625,0,2.1965999603271484,0.6100000143051147,10741.77734375,49.952999114990234,0.10050000250339508,0.32899999618530273,0,3.444000005722046,2.869999885559082,-35.59000015258789,11104.4365234375,87587.3515625,504910.875,30841.982421875,8207986,3004.2978515625,8194172.5,0,2.4946000576019287,0.8399999737739563,10741.77734375
Wed Jan 15 2025 06:35:40 GMT+0530 (India Standard Time),-16.68000030517578,50.61000061035156,11162.443359375,0,2.203000068664551,0.5699999928474426,10757.0771484375,49.97200012207031,0.11389999836683273,0.32899999618530273,0,3.4921000003814697,2.890000104904175,-35.970001220703125,11096.03125,87592.4140625,504915.6875,30843.63671875,8207986,3004.2978515625,8194172.5,0,2.513400077819824,0.7900000214576721,10757.0771484375
Wed Jan 15 2025 06:36:40 GMT+0530 (India Standard Time),-16.6200008392334,50.779998779296875,11160.7529296875,0,2.1926000118255615,0.5899999737739563,10749.9091796875,49.987998962402344,0.06469999998807907,0.3269999921321869,0,3.4677000045776367,2.869999885559082,-36,11157.728515625,87593.25,504916.46875,30843.908203125,8207986,3004.2978515625,8194172.5,0,2.5589001178741455,0.7799999713897705,10749.9091796875
Wed Jan 15 2025 06:39:40 GMT+0530 (India Standard Time),-16.34000015258789,50.5099983215332,11149.3359375,0,2.212599992752075,0.5799999833106995,10753.185546875,49.95899963378906,0.08749999850988388,0.3230000138282776,0,3.4486000537872314,2.859999895095825,-35.880001068115234,11129.89453125,87595.796875,504918.84375,30844.744140625,8207986,3004.2978515625,8194172.5,0,2.530100107192993,0.8100000023841858,10753.185546875
Wed Jan 15 2025 06:41:40 GMT+0530 (India Standard Time),-16.6200008392334,50.93000030517578,11160.0068359375,0,2.192500114440918,0.5699999928474426,10746.650390625,49.941001892089844,0.032999999821186066,0.32600000500679016,0,3.484999895095825,2.890000104904175,-35.880001068115234,11140.1845703125,87597.4921875,504920.46875,30845.291015625,8207986,3004.2978515625,8194172.5,0,2.572200059890747,0.7900000214576721,10746.650390625
Wed Jan 15 2025 06:42:39 GMT+0530 (India Standard Time),-16.399999618530273,51.209999084472656,11172.6181640625,0,2.221400022506714,0.5299999713897705,10750.875,49.944000244140625,0.12530000507831573,0.3199999928474426,0,3.5114998817443848,2.8399999141693115,-36.400001525878906,11126.9033203125,87598.3359375,504921.25,30845.56640625,8207986,3004.2978515625,8194172.5,0,2.5743000507354736,0.7799999713897705,10750.875
Wed Jan 15 2025 06:43:40 GMT+0530 (India Standard Time),-16.6200008392334,51.09000015258789,11168.8603515625,0,2.2065000534057617,0.5799999833106995,10763.4248046875,49.957000732421875,0.07280000299215317,0.32499998807907104,0,3.518899917602539,2.869999885559082,-36.25,11128.8369140625,87599.1796875,504922.0625,30845.837890625,8207986,3004.2978515625,8194172.5,0,2.5476999282836914,0.800000011920929,10763.4248046875
Wed Jan 15 2025 06:44:38 GMT+0530 (India Standard Time),-16.760000228881836,51.45000076293945,11165.005859375,0,2.2334001064300537,0.5899999737739563,10766.5654296875,49.941001892089844,0.08179999887943268,0.32499998807907104,0,3.4958999156951904,2.819999933242798,-36.29999923706055,11181.521484375,87600.015625,504922.84375,30846.115234375,8207986,3004.2978515625,8194172.5,0,2.581899881362915,0.7900000214576721,10766.5654296875
Wed Jan 15 2025 06:49:39 GMT+0530 (India Standard Time),-16.610000610351562,51.290000915527344,11171.5712890625,0,2.2165000438690186,0.6200000047683716,10769.306640625,49.98400115966797,0.06080000102519989,0.3230000138282776,0,3.5209999084472656,2.9100000858306885,-36.2599983215332,11156.2939453125,87604.3046875,504926.90625,30847.5,8207986,3004.2978515625,8194172.5,0,2.5589001178741455,0.8399999737739563,10769.306640625
Wed Jan 15 2025 06:52:39 GMT+0530 (India Standard Time),-16.739999771118164,51.41999816894531,11173.3603515625,0,2.227400064468384,0.5400000214576721,10764.734375,49.96799850463867,0.059700001031160355,0.32499998807907104,0,3.497999906539917,2.9000000953674316,-36.18000030517578,11183.751953125,87606.84375,504929.3125,30848.32421875,8207986,3004.2978515625,8194172.5,0,2.584700107574463,0.6200000047683716,10764.734375
Wed Jan 15 2025 06:53:41 GMT+0530 (India Standard Time),-16.6299991607666,51.209999084472656,11171.837890625,0,2.252700090408325,0.5699999928474426,10770.6572265625,49.986000061035156,0.18639999628067017,0.3240000009536743,0,3.466200113296509,2.9000000953674316,-36.31999969482422,11176.7578125,87607.6875,504930.0625,30848.6171875,8207986,3004.2978515625,8194172.5,0,2.56850004196167,0.7900000214576721,10770.6572265625
Wed Jan 15 2025 06:54:40 GMT+0530 (India Standard Time),-16.6299991607666,51.560001373291016,11174.50390625,0,2.2571001052856445,0.6000000238418579,10776.7861328125,49.970001220703125,0.13349999487400055,0.32199999690055847,0,3.511199951171875,2.880000114440918,-36.52000045776367,11175.0185546875,87608.6015625,504930.96875,30848.892578125,8207986,3004.2978515625,8194172.5,0,2.569000005722046,0.7799999713897705,10776.7861328125
Wed Jan 15 2025 06:55:39 GMT+0530 (India Standard Time),-16.739999771118164,51.45000076293945,11173.3466796875,0,2.234800100326538,0.5899999737739563,10772.53515625,49.94900131225586,0.06530000269412994,0.32499998807907104,0,3.500999927520752,2.930000066757202,-36.689998626708984,11171.81640625,87609.390625,504931.6875,30849.169921875,8207986,3004.2978515625,8194172.5,0,2.5815000534057617,0.7799999713897705,10772.53515625
Wed Jan 15 2025 06:56:41 GMT+0530 (India Standard Time),-16.760000228881836,51.61000061035156,11175.77734375,0,2.2202999591827393,0.5400000214576721,10771.8623046875,49.9640007019043,0.04960000142455101,0.3240000009536743,0,3.5123000144958496,2.940000057220459,-36.52000045776367,11189.7373046875,87610.2890625,504932.5625,30849.4453125,8207986,3004.2978515625,8194172.5,0,2.5957000255584717,0.5899999737739563,10771.8623046875
Wed Jan 15 2025 05:32:40 GMT+0530 (India Standard Time),-16.549999237060547,49.209999084472656,11117.2939453125,0,2.1602001190185547,0.5600000023841858,10710.98046875,49.96200180053711,0.08659999817609787,0.335999995470047,0,3.343899965286255,2.9200000762939453,-35.04999923706055,11133.2958984375,87540.15625,504866.3125,30826.36328125,8207986,3004.2978515625,8194172.5,0,2.481100082397461,0.6200000047683716,10710.98046875
Wed Jan 15 2025 05:33:40 GMT+0530 (India Standard Time),-16.520000457763672,49.349998474121094,11112.1015625,0,2.1605000495910645,0.5299999713897705,10712.11328125,49.94200134277344,0.061500001698732376,0.33399999141693115,0,3.3715999126434326,2.9200000762939453,-34.86000061035156,11128.615234375,87540.9765625,504867.09375,30826.6484375,8207986,3004.2978515625,8194172.5,0,2.4711999893188477,0.5899999737739563,10712.11328125
Wed Jan 15 2025 05:41:41 GMT+0530 (India Standard Time),-16.329999923706055,49.2400016784668,11107.43359375,0,2.1635000705718994,0.5099999904632568,10701.087890625,49.92100143432617,0.13210000097751617,0.3310000002384186,0,3.3622000217437744,2.809999942779541,-34.90999984741211,11092.3623046875,87547.5078125,504873.25,30828.83984375,8207986,3004.2978515625,8194172.5,0,2.4902000427246094,0.5899999737739563,10701.087890625
Wed Jan 15 2025 05:43:39 GMT+0530 (India Standard Time),-16.43000030517578,49.0099983215332,11116.740234375,0,2.1542999744415283,0.49000000953674316,10710.7626953125,49.972999572753906,0.121799997985363,0.33500000834465027,0,3.3594000339508057,2.8399999141693115,-34.58000183105469,11089.0185546875,87549.1328125,504874.8125,30829.3828125,8207986,3004.2978515625,8194172.5,0,2.4528000354766846,0.6800000071525574,10710.7626953125
