Date_Time,POA1_IRR,ACTIVE_POWER
2025-01-10 06:17:41,-1,-15.600000381469727
2025-01-10 06:18:40,-1,-15.4399995803833
2025-01-10 06:19:41,-1,-15.75
2025-01-10 06:20:40,-1,-15.460000038146973
2025-01-10 06:21:41,-1,-15.5600004196167
2025-01-10 06:22:40,-1,-15.399999618530273
2025-01-10 06:23:41,0,-15.319999694824219
2025-01-10 06:24:40,0,-15.470000267028809
2025-01-10 06:25:40,0,-15.199999809265137
2025-01-10 06:26:40,0,-15.34000015258789
2025-01-10 06:27:41,0,-15.199999809265137
2025-01-10 06:28:41,0,-15.369999885559082
2025-01-10 06:29:40,0,-15.380000114440918
2025-01-10 06:30:41,0,-15.109999656677246
2025-01-10 06:31:40,0,-15.09000015258789
2025-01-10 06:32:40,0,-15.5600004196167
2025-01-10 06:33:40,1,-15.399999618530273
2025-01-10 06:34:41,1,-15.109999656677246
2025-01-10 06:35:40,1,-14.979999542236328
2025-01-10 06:36:40,2,-15.069999694824219
2025-01-10 06:37:41,2,-15.329999923706055
2025-01-10 06:38:40,2,-12.65999984741211
2025-01-10 06:39:41,3,-11.970000267028809
2025-01-10 06:40:41,3,-10.75
2025-01-10 06:41:40,4,-9.829999923706055
2025-01-10 06:42:41,4,-8.920000076293945
2025-01-10 06:43:40,5,-7.869999885559082
2025-01-10 06:44:40,5,-6.789999961853027
2025-01-10 06:45:41,6,-5.46999979019165
2025-01-10 06:46:40,7,-4.389999866485596
2025-01-10 06:47:38,8,-2.630000114440918
2025-01-10 06:48:40,9,40.0099983215332
2025-01-10 06:49:40,11,81.41999816894531
2025-01-10 06:50:40,12,111.55000305175781
2025-01-10 06:51:41,14,136.14999389648438
2025-01-10 06:52:41,17,167.69000244140625
2025-01-10 06:53:41,19,195.22000122070312
2025-01-10 06:54:40,21,216.24000549316406
2025-01-10 06:55:40,26,232.88999938964844
2025-01-10 06:56:41,29,241.1199951171875
2025-01-10 06:57:41,29,235.5500030517578
2025-01-10 06:58:41,29,222.6199951171875
2025-01-10 06:59:39,28,215.1199951171875
2025-01-10 07:00:41,26,216.67999267578125
2025-01-10 07:01:40,27,226.7899932861328
2025-01-10 07:02:40,28,245.4499969482422
2025-01-10 07:03:40,30,270.6199951171875
2025-01-10 07:04:41,34,313.6300048828125
2025-01-10 07:05:41,38,364.8800048828125
2025-01-10 07:06:40,42,417.5299987792969
2025-01-10 07:07:41,49,470.19000244140625
2025-01-10 07:08:40,55,519.22998046875
2025-01-10 07:09:41,59,558.4600219726562
2025-01-10 07:10:40,61,590.7000122070312
2025-01-10 07:11:40,64,624.4600219726562
2025-01-10 07:12:41,66,658.5399780273438
2025-01-10 07:13:40,69,692.3099975585938
2025-01-10 07:14:40,71,726.9299926757812
2025-01-10 07:15:41,74,764.4000244140625
2025-01-10 07:16:41,77,803.3499755859375
2025-01-10 07:17:39,80,839.9099731445312
2025-01-10 07:18:40,83,879.3499755859375
2025-01-10 07:19:40,86,915.72998046875
2025-01-10 07:20:41,89,951.8499755859375
2025-01-10 07:21:40,92,988.7999877929688
2025-01-10 07:22:41,95,1025.68994140625
2025-01-10 07:23:41,98,1062.81005859375
2025-01-10 07:24:40,101,1101.06005859375
2025-01-10 07:25:40,104,1133.1199951171875
2025-01-10 07:26:41,107,1164.43994140625
2025-01-10 07:27:41,110,1201.22998046875
2025-01-10 07:28:40,113,1234.2099609375
2025-01-10 07:29:41,116,1267.739990234375
2025-01-10 07:30:40,119,1302.0899658203125
2025-01-10 07:31:40,122,1343.010009765625
2025-01-10 07:32:41,126,1382.5
2025-01-10 07:33:41,129,1421.77001953125
2025-01-10 07:34:39,133,1470.3599853515625
2025-01-10 07:35:40,137,1522.030029296875
2025-01-10 07:36:41,141,1573.9599609375
2025-01-10 07:37:40,145,1625.739990234375
2025-01-10 07:38:41,149,1682.27001953125
2025-01-10 07:39:41,152,1740.3399658203125
2025-01-10 07:40:40,157,1796.800048828125
2025-01-10 07:41:39,160,1853.1800537109375
2025-01-10 07:42:41,165,1906.56005859375
2025-01-10 07:43:40,169,1956.56005859375
2025-01-10 07:44:40,173,2008.06005859375
2025-01-10 07:45:41,177,2053.760009765625
2025-01-10 07:46:40,181,2100.010009765625
2025-01-10 07:47:41,184,2139.780029296875
2025-01-10 07:48:41,188,2176.929931640625
2025-01-10 07:49:40,191,2213.64990234375
2025-01-10 07:50:41,194,2247.7099609375
2025-01-10 07:51:41,197,2278.580078125
2025-01-10 07:52:40,200,2308.9599609375
2025-01-10 07:53:41,204,2342.820068359375
2025-01-10 07:54:40,207,2378.06005859375
2025-01-10 07:55:40,211,2417.669921875
2025-01-10 07:56:41,215,2456.139892578125
2025-01-10 07:57:41,217,2490.550048828125
2025-01-10 07:58:40,220,2530.159912109375
2025-01-10 07:59:40,223,2562.610107421875
2025-01-10 08:00:41,225,2592.070068359375
2025-01-10 08:01:41,228,2632.580078125
2025-01-10 08:02:40,232,2680.35009765625
2025-01-10 08:03:41,236,2727.77001953125
2025-01-10 08:04:40,239,2775.860107421875
2025-01-10 08:05:41,245,2824.64990234375
2025-01-10 08:06:39,249,2876.280029296875
2025-01-10 08:07:41,255,2929.989990234375
2025-01-10 08:08:41,264,2988.8798828125
2025-01-10 08:09:40,268,3040.469970703125
2025-01-10 08:10:41,271,3094.909912109375
2025-01-10 08:11:40,278,3150.679931640625
2025-01-10 08:12:40,282,3204.389892578125
2025-01-10 08:13:41,284,3241.840087890625
2025-01-10 08:14:40,288,3284.760009765625
2025-01-10 08:15:41,286,3327.800048828125
2025-01-10 08:16:40,294,3384.330078125
2025-01-10 08:17:40,298,3450.0400390625
2025-01-10 08:18:39,305,3524.8701171875
2025-01-10 08:19:40,310,3577.830078125
2025-01-10 08:20:41,317,3626.43994140625
2025-01-10 08:21:40,319,3654.02001953125
2025-01-10 08:22:41,322,3695.919921875
2025-01-10 08:23:40,326,3763.18994140625
2025-01-10 08:24:40,333,3820.52001953125
2025-01-10 08:25:40,339,3864.739990234375
2025-01-10 08:26:40,339,3896.780029296875
2025-01-10 08:27:40,342,3948.010009765625
2025-01-10 08:28:41,349,3988.4599609375
2025-01-10 08:29:40,353,4042.64990234375
2025-01-10 08:30:41,356,4093.550048828125
2025-01-10 08:31:40,364,4149.7900390625
2025-01-10 08:32:40,366,4202.52001953125
2025-01-10 08:33:41,373,4240.31005859375
2025-01-10 08:34:40,374,4292
2025-01-10 08:35:40,379,4330.56982421875
2025-01-10 08:36:41,383,4370.18994140625
2025-01-10 08:37:40,387,4423.18994140625
2025-01-10 08:38:40,392,4475.47998046875
2025-01-10 08:39:40,395,4526.7900390625
2025-01-10 08:40:41,402,4592.759765625
2025-01-10 08:41:40,405,4651.58984375
2025-01-10 08:42:40,413,4685.4599609375
2025-01-10 08:43:41,413,4708.7900390625
2025-01-10 08:44:40,417,4749.25
2025-01-10 08:45:40,421,4790.77001953125
2025-01-10 08:46:41,425,4830.72998046875
2025-01-10 08:47:40,428,4850.419921875
2025-01-10 08:48:41,426,4886.85009765625
2025-01-10 08:49:41,435,4925.39990234375
2025-01-10 08:50:41,432,4963.77001953125
2025-01-10 08:51:40,442,5027.080078125
2025-01-10 08:52:40,442,5044.72998046875
2025-01-10 08:53:41,442,5069.39990234375
2025-01-10 08:54:41,449,5135.259765625
2025-01-10 08:55:40,457,5197.5400390625
2025-01-10 08:56:40,456,5231.52001953125
2025-01-10 08:57:40,460,5309.72998046875
2025-01-10 08:58:41,474,5373.330078125
2025-01-10 08:59:40,468,5397.97021484375
2025-01-10 09:00:40,476,5491.93994140625
